Book Name,Ratings,User,reviewStars
The Sisterhood of the Traveling Pants,3.77,,did not like it
The City of Ember,3.86,,really liked it
Lord of the Flies,3.66,,it was amazing
The Angel Experiment,4.08,,it was amazing
Paper Towns,3.85,,really liked it
Marked,3.79,,liked it
Coraline,4.04,,really liked it
The Catcher in the Rye,3.8,,liked it
The Phantom Tollbooth,4.21,,did not like it
Hatchet,3.69,,it was ok
Shiver,3.77,,liked it
Just Listen,4.06,,it was amazing
The Westing Game,4.03,,it was amazing
A Little Princess,4.19,,it was amazing
"Are You There God? It's Me, Margaret",3.9,,
The Princess Bride,4.26,,it was amazing
Fallen,3.73,,really liked it
The Truth About Forever,4.13,,liked it
Where the Red Fern Grows,4.05,,it was ok
Matched,3.67,,it was amazing
Howl's Moving Castle,4.3,,did not like it
"I'd Tell You I Love You, But Then I'd Have to Kill You",3.82,,really liked it
A Great and Terrible Beauty,3.79,,liked it
Delirium,3.99,,did not like it
Princess Academy,4.02,,it was amazing
The Curious Incident of the Dog in the Night-Time,3.86,,it was amazing
Beautiful Creatures,3.76,,it was amazing
Cinder,4.15,,it was amazing
Because of Winn-Dixie,4.02,,did not like it
The Selection,4.14,,it was amazing
Pippi Longstocking,4.12,,it was amazing
Black Beauty,3.95,,liked it
Alanna: The First Adventure,4.27,,liked it
The Goose Girl,4.18,,it was amazing
Watership Down,4.06,,it was amazing
Sabriel,4.17,,it was amazing
Go Ask Alice,3.76,,really liked it
Walk Two Moons,3.96,,really liked it
Where the Sidewalk Ends,4.29,,it was ok
Legend,4.18,,liked it
From the Mixed-Up Files of Mrs. Basil E. Frankweiler,4.15,,really liked it
The Graveyard Book,4.13,,liked it
The Summoning,4.03,,really liked it
Flipped,3.95,,it was amazing
Fablehaven,4.09,,liked it
The Absolutely True Diary of a Part-Time Indian,4.11,,
Evermore,3.59,,did not like it
Among the Hidden,3.97,,liked it
Mrs. Frisby and the Rats of NIMH,4.14,,it was amazing
The Lovely Bones,3.79,,did not like it
The Witch of Blackbird Pond,3.98,,did not like it
The Princess Diaries,3.77,,it was amazing
This Lullaby,4.03,,it was ok
The House of the Scorpion,4.1,,it was ok
Wicked Lovely,3.69,,liked it
Maniac Magee,3.87,,did not like it
Unwind,4.18,,did not like it
The Boy in the Striped Pajamas,4.12,,did not like it
Animal Farm,3.9,,it was amazing
The True Confessions of Charlotte Doyle,3.82,,it was amazing
The Great Gatsby,3.9,,did not like it
Before I Fall,3.91,,it was amazing
Gone,3.86,,it was amazing
I Am Number Four,3.94,,it was ok
Shatter Me,3.99,,it was amazing
The Hitchhiker's Guide to the Galaxy,4.21,,did not like it
If I Stay,3.95,,it was ok
The Tale of Despereaux,4.02,,it was amazing
The Invention of Hugo Cabret,4.23,,it was ok
An Abundance of Katherines,3.6,,did not like it
Of Mice and Men,3.85,,did not like it
Flowers for Algernon,4.09,,it was amazing
Beastly,3.84,,liked it
The Iron King,3.91,,it was amazing
Anna and the French Kiss,4.04,,it was amazing
Redwall,4.12,,really liked it
Eleanor & Park,4.09,,
Miss Peregrine's Home for Peculiar Children,3.9,,did not like it
James and the Giant Peach,4,,it was ok
A Separate Peace,3.56,,it was amazing
Daughter of Smoke & Bone,4.03,,did not like it
Stardust,4.08,,did not like it
The Witches,4.17,,it was amazing
Wonder,4.45,,did not like it
The Thief Lord,3.96,,it was amazing
"A Child Called ""It""",4.09,,really liked it
Fangirl,4.1,,it was amazing
The Giving Tree,4.37,,it was amazing
Bloodlines,4.21,,it was amazing
The Red Pyramid,4.08,,really liked it
My Sister's Keeper,4.06,,really liked it
The Secret Life of Bees,4.03,,really liked it
Blue Bloods,3.68,,it was amazing
Perfect Chemistry,4.07,,it was amazing
The Call of the Wild,3.84,,it was amazing
Beauty: A Retelling of the Story of Beauty and the Beast,4.05,,it was ok
"The Lion, the Witch and the Wardrobe",4.2,,really liked it
The BFG,4.22,,it was amazing
Lock and Key,4.01,,it was amazing
The Help,4.46,,did not like it
Book of a Thousand Days,3.96,,it was ok
Pretty Little Liars,3.89,,it was amazing
Obsidian,4.21,,it was amazing
The Neverending Story,4.18,,it was amazing
Diary of a Wimpy Kid,3.97,,it was ok
Life of Pi,3.89,,
Nick & Norah's Infinite Playlist,3.72,,it was amazing
Along for the Ride,4.07,,it was amazing
The Knife of Never Letting Go,3.97,,liked it
Peter Pan,4.09,,it was ok
The Adventures of Tom Sawyer,3.9,,really liked it
The 5th Wave,4.08,,really liked it
Night,4.31,,it was amazing
Wings,3.75,,really liked it
Wake,3.75,,liked it
Forever . . .,3.62,,it was amazing
I Am the Messenger,4.08,,liked it
Life As We Knew It,3.89,,really liked it
Someone Like You,3.94,,it was amazing
Little House in the Big Woods,4.17,,it was amazing
Glass Houses,3.92,,it was amazing
A Tree Grows in Brooklyn,4.25,,did not like it
Tithe,3.73,,it was amazing
Gregor the Overlander,4,,really liked it
Angelfall,4.17,,it was amazing
Sideways Stories from Wayside School,4.15,,it was ok
The Last Song,4.14,,really liked it
The Raven Boys,4.06,,it was amazing
Elsewhere,3.91,,it was amazing
Poison Study,4.15,,it was amazing
"Will Grayson, Will Grayson",3.81,,it was amazing
Shadowland,4.04,,it was amazing
Treasure Island,3.83,,it was amazing
The Alchemist,3.84,,it was amazing
The Alchemyst,3.84,,it was amazing
The Amulet of Samarkand,4,,
The Thief,3.9,,did not like it
"Angus, Thongs and Full-Frontal Snogging",3.75,,did not like it
The Time Traveler's Wife,3.96,,it was ok
Alice in Wonderland,4.03,,it was amazing
Blood and Chocolate,3.77,,really liked it
The Mysterious Benedict Society,4.15,,it was amazing
My Side of the Mountain,4.04,,did not like it
Dealing with Dragons,4.15,,it was amazing
The Ruins of Gorlan,4.21,,it was amazing
Feed,3.54,,it was amazing
Jacob Have I Loved,3.66,,did not like it
Unearthly,4.04,,it was amazing
It's Kind of a Funny Story,4.13,,did not like it
Oliver Twist,3.85,,did not like it
The Unbecoming of Mara Dyer,4.08,,it was amazing
Stormbreaker,3.98,,it was amazing
Heidi,3.98,,it was amazing
Crank,4.16,,it was amazing
Heist Society,3.91,,did not like it
All-American Girl,3.74,,it was ok
13 Little Blue Envelopes,3.64,,really liked it
The Notebook,4.07,,it was ok
Esperanza Rising,3.94,,really liked it
The Darkest Minds,4.22,,it was amazing
The Indian in the Cupboard,3.9,,did not like it
Dreamland,3.91,,it was ok
And Then There Were None,4.25,,it was amazing
The Watsons Go to Birmingham - 1963,3.96,,it was amazing
Hex Hall,3.96,,
Hoot,3.82,,it was amazing
Impulse,4.28,,it was amazing
The Black Stallion,4.18,,liked it
Wintergirls,3.98,,did not like it
Shadow and Bone,4.05,,it was amazing
The Luxe,3.63,,it was amazing
The Night Circus,4.04,,it was ok
Sense and Sensibility,4.06,,it was amazing
The Warrior Heir,3.94,,did not like it
Wild Magic,4.33,,liked it
"Tomorrow, When the War Began",4.05,,it was amazing
Terrier,4.16,,really liked it
How I Live Now,3.58,,it was amazing
Ruby Red,4.12,,really liked it
Keeping the Moon,3.86,,did not like it
The Scorpio Races,4.09,,really liked it
The Boxcar Children,4.1,,it was amazing
I Capture the Castle,4,,did not like it
Need,3.71,,really liked it
Weetzie Bat,3.75,,liked it
On the Jellicoe Road,4.13,,liked it
Julie of the Wolves,3.8,,it was amazing
Out of the Dust,3.74,,did not like it
Water for Elephants,4.08,,it was amazing
Harriet the Spy,3.95,,it was ok
The Chocolate War,3.48,,it was amazing
The Devil's Arithmetic,4.01,,it was amazing
The Wind in the Willows,3.98,,it was amazing
The Hiding Place: The Triumphant True Story of Corrie Ten Boom,4.41,,it was amazing
Under the Never Sky,4,,it was amazing
East,4.15,,
A Wizard of Earthsea,4,,did not like it
Matilda,4.29,,really liked it
Trickster's Choice,4.28,,it was amazing
Neverwhere,4.17,,it was amazing
Red Queen,4.07,,it was amazing
The Disreputable History of Frankie Landau-Banks,3.82,,it was amazing
Monster,3.71,,it was amazing
The Last Unicorn,4.18,,it was amazing
First Test,4.25,,it was amazing
Sloppy Firsts,3.94,,it was amazing
Peeps,3.77,,it was amazing
Stolen: A Letter to My Captor,3.93,,really liked it
Tangerine,3.61,,really liked it
Isle of Winds,4.23,,really liked it
The Chosen,4.04,,it was ok
The Forest of Hands and Teeth,3.59,,it was amazing
The Looking Glass Wars,3.93,,it was amazing
King of the Wind: The Story of the Godolphin Arabian,4.19,,did not like it
Nightshade,4.03,,really liked it
We Were Liars,3.84,,it was amazing
The Face on the Milk Carton,3.72,,it was amazing
Between Shades of Gray,4.37,,did not like it
The Summer I Turned Pretty,3.95,,liked it
Into the Wild,4.29,,it was ok
Savvy,3.97,,it was amazing
Born at Midnight,4.13,,liked it
The Miraculous Journey of Edward Tulane,4.36,,it was amazing
Noughts & Crosses,4.23,,really liked it
Leviathan,3.91,,it was amazing
Across the Universe,3.77,,really liked it
Aristotle and Dante Discover the Secrets of the Universe,4.35,,
"Catherine, Called Birdy",3.7,,did not like it
Tales of a Fourth Grade Nothing,4.1,,did not like it
The Demon King,4.19,,liked it
Switched,3.88,,liked it
Freaky Friday,3.71,,it was ok
Fever 1793,3.91,,really liked it
A Monster Calls,4.37,,it was amazing
Evernight,3.64,,did not like it
Avalon High,3.8,,it was amazing
Six of Crows,4.46,,did not like it
Peter and the Starcatchers,4.02,,it was amazing
Rules,3.96,,it was ok
The Mouse and the Motorcycle,3.92,,did not like it
Cut,3.76,,it was ok
Brave New World,3.98,,it was amazing
Tiger's Curse,4.06,,it was amazing
Saving Francesca,3.96,,liked it
Little Brother,3.93,,did not like it
The Fellowship of the Ring,4.35,,did not like it
The Steward,3.95,,it was ok
Blubber,3.78,,it was ok
Chains of Gaia,4.61,,it was amazing
Ready Player One,4.29,,it was amazing
Drowned Tomb,4.5,,really liked it
The Book of Three,4,,it was amazing
When You Reach Me,4.08,,it was amazing
Willow,3.93,,liked it
The Wales Boy (Angelica Grace Trilogy #1),4.28,,it was amazing
A Game of Thrones,4.45,,did not like it
J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,4.59,,liked it
The Name of the Wind,4.55,,
The Chronicles of Narnia,4.25,,did not like it
The Eye of the World,4.19,,did not like it
The Way of Kings,4.65,,it was amazing
The Final Empire,4.44,,really liked it
His Dark Materials,4.26,,did not like it
Eragon,3.88,,did not like it
Assassin's Apprentice,4.15,,did not like it
Wizard's First Rule,4.13,,did not like it
The Gunslinger,3.97,,it was amazing
The Lies of Locke Lamora,4.3,,really liked it
The Silmarillion,3.9,,did not like it
The Blade Itself,4.15,,did not like it
Gardens of the Moon,3.87,,did not like it
The Princess Bride,4.26,,it was amazing
The Belgariad Boxed Set: Pawn of Prophecy / Queen of Sorcery / Magician's Gambit / Castle of Wizardry / Enchanters' End Game,4.27,,it was ok
The Mists of Avalon,4.12,,really liked it
Magician: Apprentice,4.18,,it was amazing
A Wizard of Earthsea,4,,did not like it
Sabriel,4.17,,did not like it
The Night Angel Trilogy,4.42,,it was amazing
Prince of Thorns,3.87,,it was amazing
The Dragonriders of Pern,4.22,,did not like it
The Wise Man's Fear,4.58,,it was ok
The Warded Man,4.26,,did not like it
Graceling,4.09,,did not like it
The Color of Magic,3.99,,did not like it
"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",4.25,,liked it
Kushiel's Dart,4.04,,really liked it
Redwall,4.12,,really liked it
Dragonlance Chronicles,4.22,,did not like it
Blood Song,4.46,,
Furies of Calderon,4.13,,did not like it
The Dark Elf Trilogy Collector's Edition,4.34,,did not like it
The Dragonbone Chair,3.96,,liked it
The Earthsea Trilogy,4.25,,did not like it
Fool's Errand,4.3,,did not like it
The Sword of Shannara Trilogy,3.94,,it was ok
The Black Prism,4.24,,liked it
The Neverending Story,4.18,,did not like it
The Great Book of Amber,4.31,,did not like it
Alanna: The First Adventure,4.27,,it was amazing
Tigana,4.12,,did not like it
Words of Radiance,4.77,,it was ok
The Once and Future King,4.08,,did not like it
Theft of Swords,4.22,,it was ok
"The Chronicles of Thomas Covenant, the Unbeliever",3.79,,it was amazing
Ship of Magic,4.14,,it was amazing
His Majesty's Dragon,4.06,,did not like it
Warbreaker,4.24,,it was amazing
The Dark Is Rising,4.07,,it was amazing
The Chronicles of Prydain Boxed Set,4.41,,did not like it
The Black Company,3.96,,did not like it
Howl's Moving Castle,4.3,,it was amazing
"The Black Jewels Trilogy: Daughter of the Blood, Heir to the Shadows, Queen of the Darkness",4.39,,it was ok
The Blue Sword,4.23,,it was ok
The Children of Húrin,3.96,,did not like it
The Crystal Cave,4.13,,did not like it
The Magicians' Guild,3.96,,liked it
Daughter of the Forest,4.28,,liked it
The Fionavar Tapestry,4.22,,
The Amulet of Samarkand,4,,did not like it
The Eyes of the Dragon,3.93,,it was amazing
Elric of Melniboné,3.89,,it was amazing
The Odyssey,3.74,,it was amazing
The Hero and the Crown,4.21,,it was amazing
The Deed of Paksenarrion,4.29,,really liked it
The Icewind Dale Trilogy Collector's Edition,4.29,,it was amazing
The Ruins of Gorlan,4.21,,liked it
On a Pale Horse,4.14,,liked it
Across the Nightingale Floor,4.06,,liked it
The Curse of Chalion,4.16,,it was amazing
King of Thorns,4.2,,really liked it
Dragon Wing,3.95,,did not like it
Rhapsody: Child of Blood,3.95,,liked it
Daughter of the Empire,4.26,,it was amazing
Wild Magic,4.33,,it was amazing
The Last Unicorn,4.18,,did not like it
The Diamond Throne,3.95,,liked it
Green Rider,4.09,,it was amazing
The Crown Conspiracy,4.17,,it was amazing
Best Served Cold,4.18,,did not like it
Arrows of the Queen,4.16,,it was amazing
A Storm of Swords,4.54,,it was amazing
Riddle-Master,4.23,,it was amazing
Elantris,4.17,,really liked it
Magic's Pawn,4.21,,it was amazing
Throne of Glass,4.22,,it was amazing
The Orb of Truth,3.76,,it was amazing
Jhereg,4.14,,really liked it
The Lions of Al-Rassan,4.28,,it was amazing
Dragon Prince,3.95,,
The Magic of Recluce,3.84,,it was amazing
Seventh Son,3.86,,did not like it
The Gormenghast Novels,3.99,,it was amazing
"The Lion, the Witch and the Wardrobe",4.2,,it was amazing
The Way of Shadows,4.16,,really liked it
The Last Wish,4.21,,it was ok
To Live and Die in Fantasyland,4.34,,it was amazing
The Briar King,3.73,,really liked it
A Song for Arbonne,4.19,,it was amazing
Black Sun Rising,3.93,,it was amazing
Chains of Gaia,4.61,,did not like it
Emperor of Thorns,4.26,,it was amazing
The Hero of Ages,4.47,,did not like it
Legend,4.26,,really liked it
Luck in the Shadows,4.08,,did not like it
Deryni Rising,3.95,,really liked it
Pawn of Prophecy,4.16,,really liked it
The Great Hunt,4.22,,liked it
The Iliad,3.84,,it was amazing
Hounded,4.12,,liked it
The Farseer Trilogy,4.35,,it was amazing
The Demon King,4.19,,it was amazing
Magician,4.33,,liked it
The Darkness That Comes Before,3.78,,it was amazing
The Dragon Reborn,4.24,,it was ok
The Well of Ascension,4.36,,it was amazing
The Bone Doll's Twin,4.05,,it was amazing
A Discovery of Witches,3.99,,really liked it
The Redemption of Althalus,3.82,,
The Coming of Conan the Cimmerian,4.15,,really liked it
Deadhouse Gates,4.25,,did not like it
The Hundred Thousand Kingdoms,3.83,,liked it
Dealing with Dragons,4.15,,it was amazing
The Shadow Rising,4.22,,it was amazing
The Forgotten Beasts of Eld,4.08,,it was amazing
City of Bones,4.11,,it was ok
Daggerspell,3.89,,it was amazing
Prince of Fools,4.07,,really liked it
Mistborn Trilogy Boxed Set,4.55,,liked it
The Steward,3.95,,it was amazing
Assassin's Quest,4.18,,really liked it
The Wayfarer Redemption,3.94,,it was amazing
Shadows of the Realm,3.85,,did not like it
Poison Study,4.15,,did not like it
Van Laven Chronicles: Throne of Novoxos,4.36,,really liked it
Daughter of Smoke & Bone,4.03,,really liked it
Fire,4.12,,it was amazing
Stardust,4.08,,did not like it
The Stones of Andarus,4.47,,it was amazing
Last Argument of Kings,4.27,,did not like it
Before They Are Hanged,4.28,,really liked it
Switch! The Lost Kingdoms of Karibu,4.17,,it was amazing
The Thief,3.9,,it was amazing
Predator & Prey,4.56,,it was amazing
The Wonderful Wizard of Oz,3.98,,it was amazing
Kushiel's Scion,4.19,,did not like it
The Runelords,3.75,,it was amazing
Brisingr,4.04,,
The Heroes,4.28,,did not like it
Finnikin of the Rock,3.93,,it was amazing
Sailing to Sarantium,4.15,,did not like it
Domes of Fire,4,,it was ok
The Naming,4,,did not like it
Shadow's Edge,4.27,,did not like it
Weaveworld,4.13,,it was amazing
The Curse of the Mistwraith,3.75,,it was amazing
Beyond the Shadows,4.29,,it was amazing
Imajica,4.16,,it was amazing
"The Absolute Sandman, Volume One",4.65,,it was amazing
Tehanu,3.92,,it was ok
Cast in Shadow,3.79,,did not like it
Beowulf,3.42,,did not like it
The King of Attolia,4.37,,it was ok
The Dragon's Path,3.78,,it was amazing
The Sword of Shannara,3.76,,it was ok
Inheritance,4.09,,it was ok
Circle of Reign,3.93,,it was amazing
The Golden Compass,3.96,,really liked it
Dragons of Autumn Twilight,3.99,,it was amazing
The Outstretched Shadow,4.01,,did not like it
The Alchemyst,3.84,,it was amazing
The Elenium: The Diamond Throne / The Ruby Knight / The Sapphire Rose,4.18,,it was ok
The Blinding Knife,4.45,,it was amazing
Eldest,3.97,,it was amazing
Unfinished Tales of Númenor and Middle-Earth,3.95,,it was ok
